项目ID,项目名称,项目网址,审核状态,是否公开
4072209,internlm2_chat_7b,https://gitcode.com/openMind/internlm2_chat_7b,2,1
4072210,mbart_large_50_many_to_many_mmt,https://gitcode.com/openMind/mbart_large_50_many_to_many_mmt,2,1
4072243,mistral_7b_v0.1,https://gitcode.com/openMind/mistral_7b_v0.1,2,1
4072284,t5_large,https://gitcode.com/openMind/t5_large,2,1
4072299,bloom_7b1,https://gitcode.com/openMind/bloom_7b1,2,1
4074700,conformer_ms,https://gitcode.com/openMind/conformer_ms,2,1
4074741,hrnet_ms,https://gitcode.com/openMind/hrnet_ms,2,1
4074742,inceptionv3_ms,https://gitcode.com/openMind/inceptionv3_ms,2,1
4074797,wavegrad_ms,https://gitcode.com/openMind/wavegrad_ms,2,1
4074680,baichuan2_7b_chat_ms,https://gitcode.com/openMind/baichuan2_7b_chat_ms,2,1
4074688,coat_ms,https://gitcode.com/openMind/coat_ms,2,1
4074713,deepspeech2_ms,https://gitcode.com/openMind/deepspeech2_ms,2,1
4074717,dit_ms,https://gitcode.com/openMind/dit_ms,2,1
4074722,ecapatdnn_ms,https://gitcode.com/openMind/ecapatdnn_ms,2,1
4074770,nasnet_ms,https://gitcode.com/openMind/nasnet_ms,2,1
4074673,baichuan2_13b_chat_ms,https://gitcode.com/openMind/baichuan2_13b_chat_ms,2,1
4074746,internlm_20b_base_ms,https://gitcode.com/openMind/internlm_20b_base_ms,2,1
4074780,qwen_7b_base_ms,https://gitcode.com/openMind/qwen_7b_base_ms,2,1
4074800,yolov3_ms,https://gitcode.com/openMind/yolov3_ms,2,1
4074807,yolov7_ms,https://gitcode.com/openMind/yolov7_ms,2,1
4410196,glm-edge-4b-chat,https://gitcode.com/openMind/glm-edge-4b-chat,2,1
4513066,opus-mt-zh-en,https://gitcode.com/MooYeh/opus-mt-zh-en,2,1
